,b6_r1,b6_r2,b6_r3,tc_r1,tc_r2,tc_r3,tc_r4,tc_r5
Gm22740,8.41109,8.23873,8.77892,7.97371,8.39996,8.79338,8.73114,8.96101
Gm11544,3.72367,3.73065,3.64514,3.53042,3.6117,3.75688,3.84084,3.81884
Slc38a4,3.4867,3.41722,3.42593,3.46659,3.34506,3.5823,3.46666,3.52957
Vmn2r-ps49,2.66358,2.56932,2.79751,2.33095,2.48143,2.4845,2.51678,2.62389
LOC102637508,3.66735,3.59783,3.62899,3.44337,3.714,3.6528,3.65167,3.82776
Cntln,5.96152,6.00781,6.09874,5.95125,5.94645,6.09828,6.11285,6.3431
Gm12418,6.58978,6.62623,6.5905,6.66379,6.48523,6.4308,6.28572,6.74705
1110032A03Rik,5.6148,5.56435,5.66827,5.58835,5.55599,5.52077,5.46156,5.69582
1110032A03Rik,5.85928,5.6906,5.55435,5.76102,5.87132,5.56009,5.64128,5.77189
Gm2878,3.13676,2.97974,3.31044,2.85024,2.9912,3.35286,2.98065,3.33572
Pcdhb11,2.27355,2.49273,2.25562,2.34775,2.56969,2.76592,2.51018,2.61221
Timd4,3.62053,3.69191,3.65186,3.74344,3.68006,3.85112,3.86091,3.94702
P2ry10,5.40362,5.52099,5.53996,5.38856,5.14286,5.41589,5.40574,5.25791
Sult5a1,4.13618,4.1091,4.14481,4.10266,4.0521,4.04836,4.01429,4.03611
Hist1h1b,6.27784,5.6464,5.74312,5.29139,5.44029,5.68658,5.31117,5.47291
Gm26285,7.86971,7.6706,8.39621,7.55667,8.03344,8.27532,8.39751,8.52276
Gm8630,3.14876,3.08781,3.12564,3.13171,2.99181,3.3877,3.08662,3.17558
Meaf6,6.86797,6.94992,6.82172,7.01775,7.0464,6.73784,6.84043,7.06108
Olfr1077-ps1,3.95021,3.75773,3.8579,3.86984,3.97199,3.97916,4.06142,4.34361
Olfr1223,2.36492,2.32415,2.28293,2.22395,2.31719,2.26672,2.10723,2.82615
Hspa8,12.8156,12.8698,12.8529,12.8868,12.7144,12.79,12.9572,13.0066
Slc43a2,7.00594,7.03061,6.84647,7.1334,7.10442,6.95334,6.93157,6.9998
Gm22359,1.80467,1.68501,2.13895,1.52108,1.77112,2.02634,1.91683,2.13418
Ctsr,3.64994,3.3985,3.52923,3.44035,3.6572,3.68914,3.6489,3.76722
Zfp280b,6.73095,6.57552,6.6958,6.77123,6.79586,6.56398,6.46394,6.58339
Galnt13,3.29975,3.19685,3.23858,3.2534,3.26499,3.45028,3.2246,3.5502
Gm14035,3.04484,3.02886,2.96835,3.09417,2.96945,2.97771,3.10864,3.20225
Snord116,4.2779,4.09546,4.52979,4.03503,4.14757,4.38284,4.40034,4.27368
Snord116,4.2779,4.09546,4.52979,4.03503,4.14757,4.38284,4.40034,4.27368
Mad2l2,6.42749,6.38398,6.32373,6.39135,6.49209,6.35455,6.31115,6.43393
Nphp4,5.34395,5.23402,5.33621,5.32331,5.38755,5.39049,5.49394,5.42944
Tprg,3.61923,3.60106,3.82661,3.90312,3.852,4.01941,3.97809,4.32446
Fam227b,2.73352,2.60139,2.77261,2.6827,2.72048,2.72583,2.6881,2.9787
B430010I23Rik,3.09755,3.17601,3.28808,3.38929,3.36017,3.28399,3.43797,3.73379
Gm22724,3.224,3.14663,3.33966,3.24432,3.379,3.28459,3.34646,3.39139
Spink7,3.47586,3.55756,3.27617,3.11845,3.24326,3.42971,2.98884,3.14015
Cdk12,6.80066,6.81965,6.75187,6.84394,6.91171,6.67369,6.71238,6.85093
Gm11604,8.63467,8.74462,8.83014,8.67461,8.72213,8.55284,8.8367,8.80286
Zdhhc9,6.11051,6.00906,5.89639,6.39906,6.31721,6.03164,6.08543,6.14957
Ppef2,3.77513,3.64342,3.77763,3.70882,3.62389,3.73619,3.77804,3.84078
Qpct,4.10101,4.17272,4.19182,4.14678,4.06094,4.15454,4.15334,4.36419
Arhgef17,4.89985,4.779,4.75907,4.84528,4.87814,4.89104,4.88557,5.06229
Gngt1,2.56689,2.46817,2.45086,2.45224,2.58409,2.71253,2.68208,2.47206
Vcp,8.83664,8.96982,9.01729,8.83821,8.66377,8.73322,8.70268,8.861
Gm26915,2.13529,1.96681,1.86527,1.99986,2.07351,2.16125,2.07351,2.19683
Spint3,4.18911,4.28164,4.4693,4.05538,4.40024,4.50487,4.31586,4.62813
Wfdc6a,4.28571,4.41178,4.39683,4.35813,4.51594,4.44111,4.41793,4.54778
Dnase2a,6.63425,6.65941,6.60588,6.53949,6.80993,6.61024,6.57771,6.71946
Gm7241,6.03481,6.06507,6.04252,5.87897,5.89618,6.01796,5.94481,6.127
Igkv5-45,5.69507,6.90244,8.1297,5.38131,4.23047,4.59778,5.09421,3.78161
Snord73a,7.58529,7.37409,7.91994,7.22183,7.56421,7.32677,7.20303,7.60431
Gm9003,4.08261,3.91891,3.82619,3.94554,4.35309,4.34304,3.94805,4.67655
Zfp788,6.25226,6.31065,6.18522,6.06204,6.19241,6.06788,5.9324,6.1737
Lamr1-ps1,4.28408,4.34536,4.51645,4.36785,4.18732,4.42564,4.58826,4.43826
Antxrl,3.41526,3.46879,3.44138,3.45005,3.42996,3.49727,3.4501,3.51564
Gm21827,3.74043,3.59664,3.75571,3.51705,3.64116,3.66142,3.64342,3.92212
Gm12675,1.89663,2.66095,2.20671,2.5344,1.95995,2.37147,1.87365,2.84314
Cyp2j5,3.48733,3.47667,3.44417,3.42893,3.51973,3.51387,3.65203,3.57916
Atp13a4,3.4239,3.33354,3.30299,3.33188,3.35297,3.36145,3.47349,3.61917
Gm16585,7.28716,7.43212,7.56695,7.83153,7.97989,7.54768,7.61768,7.42579
Stxbp3a,7.30463,7.41686,7.42538,7.37155,7.27702,7.32868,7.42532,7.68364
1700042B14Rik,4.25049,4.10771,4.31765,4.14857,4.25173,4.36454,4.28352,4.57011
Ttc23l,3.38583,3.16085,3.33699,3.13167,3.39959,3.40578,3.3103,3.75775
Prcp,6.21183,6.31249,6.1213,6.4291,6.14509,6.10585,6.0063,6.10572
Gm11783,5.95275,5.96704,6.02776,6.0065,6.14787,6.08807,6.06771,6.19561
Gm21749,3.03034,2.76036,2.57871,2.53841,2.67185,2.93299,2.84428,2.99384
Svs5,3.30215,3.51843,3.38227,3.06866,3.53506,3.13905,3.30136,3.49032
Zxdc,6.4275,6.60914,6.4144,6.60394,6.53885,6.35506,6.38778,6.62389
Zfp362,7.86375,7.79808,7.51644,8.14593,8.08389,7.84676,7.76053,7.84487
1700041M19Rik,3.14057,3.0598,3.09039,2.83042,3.16478,3.2541,3.09513,2.90755
Gm14479,5.50221,5.31259,5.38547,5.15124,5.3921,5.34347,5.37485,5.63527
Gm14482,5.05157,4.95556,5.00423,4.81475,4.84114,4.90059,5.03803,4.91791
Gm12336,5.61224,5.54128,5.78838,5.59217,5.36318,5.52968,5.79896,5.49617
Gm17137,4.28189,4.00003,3.91562,3.7247,3.98104,3.50713,3.49054,4.1218
Apobr,5.8512,5.67424,5.681,5.56043,5.7349,5.67249,5.63656,5.8055
Gm24521,2.55349,2.62806,2.89432,2.31751,2.74859,2.80894,2.77545,2.92589
Polr1e,5.78911,5.79089,5.71282,5.79941,5.62279,5.58819,5.59002,5.80252
Gm1976,6.49034,6.5478,6.58465,6.40336,6.59539,6.42672,6.52666,6.67188
Gm13341,9.5708,9.65445,9.89569,9.59057,9.73407,9.74857,10.1832,9.90376
Gm13357,5.79817,6.42869,6.17208,5.97141,5.9428,5.90116,5.94218,6.11178
Prp2,4.5968,4.41219,4.83483,4.63463,4.45229,4.39049,4.76949,4.61154
Tas2r120,2.16093,2.10808,2.14273,2.06039,2.25712,2.25777,2.25162,2.77529
Gm12598,2.92627,3.33343,3.04515,3.05234,3.17821,3.1954,3.32611,3.63416
Ttll10,5.01921,4.92816,5.03502,4.96569,5.01576,5.02963,5.10666,5.16432
1110012L19Rik,5.71644,5.79885,5.7348,5.77059,5.81088,5.81687,5.68531,5.84759
Gm6136,8.5232,8.82313,8.79738,8.60729,8.73103,8.76428,8.68366,9.07463
Elovl7,3.31363,3.22733,3.17483,3.18433,3.03216,3.168,3.22059,3.35639
AI197445,3.55258,3.676,3.50578,3.58169,3.62763,3.60823,3.77826,3.79599
Krt40,5.07662,5.24397,5.01319,4.99545,5.09251,5.13288,5.35337,5.291
Dclre1c,6.57719,6.65119,6.60709,6.59186,6.5974,6.2774,6.40664,6.48559
Krt71,4.50553,4.37864,4.43511,4.55866,4.42264,4.35738,4.43819,4.66673
Krt5,4.94582,4.8679,4.85085,4.70806,4.84002,4.92907,5.11159,4.95993
RP23-51O3.7,2.15674,2.38633,2.30385,2.28532,2.19638,2.02747,1.88722,2.20127
Rab2b,5.92964,6.05335,5.82651,6.2026,6.03944,5.98597,5.99395,5.95047
Wdhd1,6.53761,6.54003,6.49819,6.44278,6.35068,6.30153,6.42794,6.66338
1700074P13Rik,2.63868,2.61301,2.37488,2.54298,2.59757,2.75095,2.79269,2.94224
Gm5839,6.74948,6.8221,6.64276,6.80554,6.85,6.84083,6.9377,6.87597
Arl14epl,3.95541,4.11836,4.2283,4.1705,4.17898,4.20343,4.17844,4.42032
Gm23610,8.57488,8.33352,8.89034,8.05752,8.48809,8.71195,8.88163,9.05382
2810403A07Rik,7.52281,7.74608,7.48263,7.70027,7.60109,7.4155,7.48256,7.54181
Rps12-ps20,10.3315,10.4561,10.4582,10.3224,10.3892,10.3157,10.3178,10.5449
Gtf3a,8.02046,8.03671,7.92242,7.97503,7.93122,7.997,7.81627,8.00854
Pan3,7.73985,7.96401,7.93789,7.89889,7.83555,7.55028,7.94491,7.96936
Vmn1r227,1.82858,1.76486,1.98597,1.9829,2.06903,1.93527,2.15996,1.94486
Urgcp,6.20209,6.23403,6.15468,6.17027,6.25005,6.17121,6.13925,6.25562
Cd164,9.7889,9.89911,9.94296,9.94416,9.77877,9.66234,9.76957,9.89022
Gbgt1,4.45111,4.40773,4.32941,4.44445,4.3724,4.35852,4.30313,4.60498
4933413C19Rik,2.81834,3.271,2.9965,2.69222,2.71849,3.04561,3.23901,2.71666
Gm4929,9.12523,9.137,8.95977,9.31237,9.23344,9.26875,9.38446,9.20065
Gm12973,5.07761,5.18314,5.12385,5.05626,5.22563,5.32449,5.37174,5.5538
Gm1335,4.66965,4.69759,4.78239,4.5929,4.63288,4.61646,4.86586,4.729
Tmem255b,5.10402,4.93529,5.10666,4.97475,5.0724,5.09256,5.30139,5.12605
Pcyox1,6.22664,6.33011,6.14506,6.39386,6.06063,6.22773,6.19892,6.49948
Esco1,7.08965,7.2636,7.20487,7.16884,7.10181,7.01327,7.16749,7.39085
Zfp207,7.96665,8.04518,7.83843,8.10941,8.25603,7.81593,7.88558,7.93867
Suz12,6.9381,7.12134,7.02126,6.95866,6.8856,6.88864,7.06315,7.22283
Gm15239,3.81195,3.81055,3.53781,3.48864,3.55688,3.72207,3.5304,3.92337
Hhat,5.81537,5.81878,5.713,5.88534,5.85944,5.65199,5.77371,5.92088
Adcy2,3.48748,3.40554,3.50135,3.37614,3.52777,3.47568,3.51324,3.64378
Mtrr,6.65721,6.6657,6.46247,6.59928,6.52724,6.58402,6.46077,6.67434
Gpr125,4.06917,3.92125,4.06148,4.01763,4.0257,4.08436,4.10837,4.19177
Rpl9-ps5,2.60406,2.94805,2.85385,2.9856,3.13167,3.01355,2.98614,2.95439
Gm22721,4.97515,4.7191,4.84626,4.98319,4.72664,4.79396,5.06631,4.82224
Scrn3,4.91992,5.10296,4.88553,5.1197,5.10627,4.88947,4.92951,5.26202
Kcnh5,3.39709,3.45598,3.26156,3.45091,3.36513,3.66133,3.60084,3.73324
Gm24337,2.51699,2.66829,2.72415,2.62429,2.53246,2.76245,2.56546,2.81685
Parp9,7.33417,7.3675,7.33786,7.36925,7.31966,7.64938,7.2941,7.52301
Ptplb,7.05294,7.16168,7.00395,7.30054,7.12247,7.04319,7.12256,7.18074
Gm14284,7.43869,7.51793,7.55328,7.47494,7.33598,7.36467,7.28018,7.87432
Gm16186,3.20787,3.29102,3.36548,3.21864,3.22258,3.5527,3.2964,3.36658
G6pc3,7.81851,7.8436,7.70306,8.04803,7.94501,7.7864,7.81997,7.82335
Gm19445,3.74321,3.4912,3.59218,3.47957,3.76143,3.924,3.54602,4.09618
Gm24771,3.74146,3.74841,4.06221,3.27202,3.58414,3.53653,4.16959,4.04654
Gm21378,7.93633,8.45329,8.16105,7.94132,7.849,7.86045,7.94362,8.06167
Gtf2a1l,4.23039,4.26668,4.38853,4.35938,4.28893,4.42514,4.62199,4.3972
Mir7089,6.63138,6.45684,6.67291,6.68613,6.45319,6.50759,6.82018,6.61473
Gm13884,5.71756,5.39898,5.44798,5.56403,5.27765,5.63134,5.66206,5.52127
Gm13870,4.31871,4.13276,4.18674,4.29148,4.35279,4.55298,4.54286,4.43696
Gm2871,3.83437,3.78943,3.87807,3.74452,3.80015,3.94143,3.99683,4.12005
Gm6574,2.75104,3.02592,3.01849,2.84457,2.83963,2.91454,2.64448,3.16712
Trim30e-ps1,3.20843,3.34941,2.92678,2.79602,3.08396,3.21954,3.06322,3.50941
Olfr485,2.67901,2.49558,2.77135,2.73237,2.59813,2.68051,2.80658,3.12022
Olfr486,2.65507,2.39847,2.54619,2.34453,2.47003,2.61555,2.49379,2.61933
Cav1,3.09929,3.15384,3.22706,3.19039,3.06175,3.10596,3.21821,3.25078
Asap2,6.24491,6.13855,5.99411,6.31811,6.29079,6.28992,6.25687,6.36461
1700093J21Rik,5.74674,5.40177,5.31273,5.41453,5.64994,5.3686,4.89339,5.33711
A630075F10Rik,3.59207,3.57215,3.4664,3.37899,3.61111,3.47885,3.58692,3.67323
Ces2c,8.28381,8.4493,8.4119,8.44814,8.26215,7.75041,7.97,7.98501
Cbfb,8.69768,8.73055,8.74358,8.6808,8.58294,8.73682,8.6473,8.78616
Meis1,3.57256,3.50782,3.62454,3.61474,3.60969,3.66721,3.71669,3.75304
Pabpc1l2a-ps,5.39779,5.46431,5.55447,5.35935,5.42703,5.63249,5.57733,5.66002
4930407I10Rik,3.28377,3.44448,3.32376,3.51002,3.09831,3.0913,3.44613,3.67552
Fut1,4.574,4.33719,4.56616,4.34206,4.32031,4.5603,4.50488,4.38401
Mepce,8.12328,8.14149,8.06733,8.18742,8.05764,8.10418,7.91472,8.28767
Tmprss3,4.63669,4.56227,4.53783,4.67699,4.65951,4.69785,4.58349,4.72051
Gm21788,2.50097,2.64519,2.50919,2.58784,2.42074,2.38821,2.45194,2.50265
Gm3867,1.90695,1.8676,1.84182,1.67344,1.97579,2.12114,1.80106,1.98642
Gm9996,3.34114,3.18342,2.95122,3.17116,3.11303,3.21961,3.34148,3.38877
2010001E11Rik,4.15729,3.98038,4.05256,4.17629,4.05662,4.30582,4.32872,4.43154
Gm15601,2.98655,3.12869,3.02746,2.68692,2.99213,2.88712,2.83065,3.60219
4930527F14Rik,3.45882,3.51157,3.48322,3.44505,3.46788,3.49329,3.49663,3.62597
Cend1,5.97054,5.66509,5.85764,5.74447,5.98187,5.96925,6.01038,6.0143
Gm8078,4.94315,4.46444,4.76951,4.94556,5.17174,4.67568,5.06292,4.88249
Lig4,4.29201,4.13194,4.37324,4.21381,4.38886,4.23722,4.21509,4.55162
A430105J06Rik,3.93669,3.63386,3.72981,3.81849,3.75676,3.98613,4.04385,4.21679
Cct5,8.12488,8.18365,8.2254,8.15998,8.02652,8.03833,8.04383,8.23962
Lamtor1,6.78671,6.71795,6.67299,6.84191,6.8021,6.73856,6.46612,6.63655
Gm24194,5.31789,5.41523,5.57774,5.56517,5.88706,5.71422,5.56511,5.52839
Gm17228,6.28151,6.36157,6.18125,6.32527,6.26901,6.12763,6.28779,6.28229
Gm25729,1.92639,1.80271,2.27902,1.62603,1.68988,1.8354,1.88051,2.09751
Timm13,6.30191,6.18222,6.2717,6.2687,6.27621,6.16917,6.38342,6.4839
Ccdc122,3.45885,3.48197,3.54812,3.55155,3.32959,3.42046,3.34388,3.6571
RP24-175I14.9,4.6325,4.48669,4.49232,4.4321,4.60194,4.68362,4.64185,4.84193
Pigv,7.10455,7.00494,7.00462,7.02808,7.16707,7.05837,7.00402,7.13922
Gm2200,3.79809,3.43805,3.64245,3.52523,3.55305,3.5499,3.7041,3.71168
Epgn,3.36515,3.12329,3.5867,3.11055,3.13606,3.28815,3.27217,3.39987
Myo1d,5.17263,5.19943,5.27338,5.54414,5.54577,5.70973,5.52081,5.62549
Ccl19,4.85152,4.86113,4.76791,5.00364,4.86997,4.97495,4.96128,4.93304
Gpr26,4.11522,4.09155,4.01647,4.12021,4.08281,4.03322,4.31362,4.25499
Klf9,6.37269,6.36334,6.49882,6.35223,6.26765,6.56929,6.37293,6.43773
Pnn,7.92356,7.93837,8.0042,7.98617,7.90519,7.87954,7.84527,8.05278
Gm20016,2.60067,2.28615,2.35286,2.61814,2.91023,2.62882,2.46221,2.71984
Gm12511,3.32709,3.54043,3.27431,3.27342,3.47801,3.39784,3.53051,3.80837
Gm22720,9.1945,9.08258,9.46592,8.87423,9.10974,9.44242,9.36715,9.45818
Tspan31,9.72485,9.79502,9.52337,9.68805,9.5089,9.59294,9.3504,9.48032
Kif5a,4.73283,4.57188,4.69157,4.59535,4.72686,4.82246,4.76269,4.95955
Gm13372,4.27758,4.03603,4.35529,4.41563,4.28817,4.22709,4.28097,4.57056
Gm5670,3.5307,3.81942,3.61805,3.50882,3.4852,3.50492,3.75731,3.65492
Gm10036,11.61,11.6474,11.6644,11.4889,11.462,11.5872,11.4991,11.6056
Bcl11a,3.64498,3.6293,3.81625,3.78015,3.71558,3.95174,3.73005,3.85106
Mgst2,6.65339,6.72929,6.7457,6.60723,6.59071,6.34555,6.67797,6.68272
Gm15065,7.1109,7.30524,7.27146,6.93699,6.94541,7.05406,7.42579,7.30965
Slc38a7,6.22833,6.3543,6.02863,6.48102,6.37027,6.17846,6.23163,6.35504
Emb,8.00733,7.97188,8.00508,7.8252,7.8592,7.91385,7.96226,8.19484
Setd8,7.26533,7.15677,6.96246,7.27201,7.20438,7.08816,7.17062,7.15234
Slc4a1,5.12884,4.9876,5.10554,4.99357,5.05796,5.15224,5.15215,5.2605
Gm23108,1.7174,1.75837,1.79597,1.83066,2.03179,1.85407,1.58689,1.95618
Vmn1r-ps79,2.26709,2.26832,2.32158,2.15745,2.10014,2.25755,2.16569,2.47531
Gm25238,11.0157,10.868,10.855,10.8694,11.0288,11.0285,10.9431,11.2028
Vrk1,7.70896,7.77321,7.78843,7.67221,7.6278,7.60778,7.56808,7.80281
Skint1,2.92721,2.69984,2.64041,2.69916,2.72945,2.7054,2.6765,2.83632
Gm12823,4.58645,4.5064,4.62058,4.3857,4.48597,4.74258,4.89364,4.78482
Gm17109,2.50177,2.37374,2.49131,2.48155,2.59965,2.77329,2.54036,2.93011
Skap2,6.19369,6.11022,6.27434,6.03087,6.01552,6.28902,6.25577,6.30139
Mir6982,8.03195,7.81987,8.0257,7.80338,8.04331,8.09629,8.11622,8.32519
LOC100862150,3.28223,3.07737,3.13697,3.23275,3.19664,2.83525,3.68924,3.06657
Nt5m,6.30229,6.23257,6.19684,6.4213,6.29653,6.42012,6.30595,6.56343
Tdpoz4,5.3234,5.31509,5.67803,5.00753,5.15025,5.20103,5.47916,5.71627
Rcor3,6.46153,6.38443,6.51324,6.82613,6.66138,6.45919,6.41533,6.4728
F13a1,4.2169,4.25955,4.34591,4.26017,4.19531,4.23602,4.6761,4.53931
Dbf4,5.38742,5.51727,5.30324,5.30163,5.21354,5.17497,5.19797,5.65954
Prss29,4.29066,4.27715,4.23609,4.22079,4.24204,4.24696,4.31103,4.53479
Mcam,4.78918,4.73518,4.76544,4.80724,4.84466,4.89257,4.97412,4.89222
Gm16998,2.91635,3.00995,3.14376,3.20479,3.34262,3.15,3.34269,3.20543
Gm24285,1.59574,1.52981,1.50171,1.54059,1.56969,1.61892,1.42614,1.87901
Gm13408,11.1736,11.2849,11.2571,11.2595,11.1423,11.1606,11.1253,11.2966
Ccdc155,5.53325,5.31248,5.52956,5.49803,5.4873,5.50416,5.55095,5.78637
Gm24116,1.68752,1.90257,1.97819,1.71031,1.78562,1.97446,1.90709,2.41454
Cpeb3,4.40291,4.47491,4.56295,4.30174,4.53979,4.55549,4.4731,4.61667
Zfp46,6.23514,6.24756,6.17506,6.37452,6.16289,6.31243,6.13636,6.17835
4930509G22Rik,3.9145,4.22425,4.03973,4.15454,4.24732,4.22228,4.24573,4.3563
Gm23439,2.14428,2.08299,2.15149,2.40411,2.26148,2.54222,2.28808,2.33423
Defa17,3.52246,3.46648,3.58574,3.48468,3.64017,3.75681,3.72176,3.66812
Gm25736,10.5191,10.5289,10.8013,10.3928,10.5639,10.5525,10.7151,10.7387
Ednrb,4.08882,3.96123,4.04501,3.98891,3.96101,4.19162,4.2359,4.43013
Gm5313,5.38048,5.2235,5.16754,5.31104,5.35434,5.29566,5.69,5.25255
Dnd1,4.3746,4.24612,4.43786,4.11746,4.45576,4.53453,4.52822,4.40323
LOC544960,3.80388,3.57842,3.61231,3.49371,3.46004,3.29294,3.58332,3.04801
Vcan,3.37958,3.36912,3.50256,3.35852,3.36357,3.41424,3.45306,3.68192
Uchl1os,5.01373,5.07257,5.32508,5.04505,5.08862,5.1884,5.40933,5.39163
Fam171b,4.85727,5.00551,4.50548,5.61446,5.6662,5.51427,5.3984,5.66981
Gm13678,1.82057,1.99041,1.74518,1.86786,1.89336,1.74047,1.65133,1.8461
Gm25776,5.86613,6.19863,6.8289,6.02907,6.05192,6.50144,6.83328,6.8022
Ralgapa2,6.15689,6.30093,6.25715,6.3626,6.3197,6.2682,6.32752,6.48127
Slc15a5,3.4625,3.33264,3.36965,3.30302,3.45329,3.39863,3.43225,3.7132
Gm11656,2.09492,2.0686,2.46356,2.00954,2.19003,2.27769,2.13225,2.35042
Gm14736,3.0094,3.03049,2.89696,2.77838,2.71541,2.84501,2.95683,2.9631
Gm22716,5.99262,5.96563,6.08725,5.71812,6.09404,6.01077,6.30232,6.32781
Gatc,7.21851,7.39056,6.71958,7.47308,7.45527,7.2497,7.04143,7.0116
Stac3,4.63875,4.6425,4.55092,4.75417,4.6864,4.9371,4.72919,4.96716
Itpripl2,5.69326,5.77373,5.81185,5.81415,5.62908,5.92158,5.9073,5.9748
Ighv1-62-3,6.33675,7.95532,8.95093,5.23003,4.74628,5.18898,5.39579,4.72805
Ptbp3,9.07925,9.20897,9.10688,9.10995,9.02542,9.01676,9.14031,9.25871
Gm24145,5.8842,5.81455,6.26925,5.65605,5.91232,5.58504,5.74922,6.02446
Zc3h7a,7.08324,7.3078,7.28611,7.18828,7.13278,7.00764,7.22404,7.35601
Tnp2,4.08502,4.12611,4.29446,4.35487,4.25498,4.1364,4.14372,4.73735
Gm14412,7.18671,7.52455,7.47045,7.3922,7.50919,7.53869,7.58881,7.55885
n-R5s169,4.05961,4.15131,3.94166,3.8698,4.12931,4.16945,4.04607,3.84521
